0 0
0.0174444 0.0174436
0.0348889 0.0348818
0.0523333 0.0523094
0.0697778 0.0697212
0.0872222 0.0871117
0.104667 0.104476
0.122111 0.121808
0.139556 0.139103
0.157 0.156356
0.174444 0.173561
0.191889 0.190713
0.209333 0.207808
0.226778 0.224839
0.244222 0.241802
0.261667 0.258691
0.279111 0.275501
0.296556 0.292228
0.314 0.308866
0.331444 0.325409
0.348889 0.341854
0.366333 0.358194
0.383778 0.374426
0.401222 0.390544
0.418667 0.406543
0.436111 0.422418
0.453556 0.438164
0.471 0.453778
0.488444 0.469253
0.505889 0.484585
0.523333 0.49977
0.540778 0.514803
0.558222 0.529679
0.575667 0.544394
0.593111 0.558943
0.610556 0.573323
0.628 0.587528
0.645444 0.601554
0.662889 0.615396
0.680333 0.629052
0.697778 0.642516
0.715222 0.655785
0.732667 0.668854
0.750111 0.68172
0.767556 0.694378
0.785 0.706825
0.802444 0.719057
0.819889 0.73107
0.837333 0.742861
0.854778 0.754425
0.872222 0.76576
0.889667 0.776862
0.907111 0.787727
0.924556 0.798353
0.942 0.808736
0.959444 0.818873
0.976889 0.82876
0.994333 0.838396
1.01178 0.847776
1.02922 0.856898
1.04667 0.86576
1.06411 0.874358
1.08156 0.88269
1.099 0.890753
1.11644 0.898546
1.13389 0.906065
1.15133 0.913308
1.16878 0.920273
1.18622 0.926958
1.20367 0.933361
1.22111 0.939481
1.23856 0.945314
1.256 0.950859
1.27344 0.956116
1.29089 0.961081
1.30833 0.965754
1.32578 0.970133
1.34322 0.974217
1.36067 0.978004
1.37811 0.981494
1.39556 0.984685
1.413 0.987576
1.43044 0.990167
1.44789 0.992456
1.46533 0.994444
1.48278 0.996129
1.50022 0.997511
1.51767 0.998589
1.53511 0.999363
1.55256 0.999834
1.57 1
1.58744 0.999861
1.60489 0.999419
1.62233 0.998672
1.63978 0.997622
1.65722 0.996268
1.67467 0.99461
1.69211 0.99265
1.70956 0.990388
1.727 0.987825
1.74444 0.984961
1.76189 0.981797
1.77933 0.978335
1.79678 0.974575
1.81422 0.970518
1.83167 0.966166
1.84911 0.96152
1.86656 0.956581
1.884 0.951351
1.90144 0.945832
1.91889 0.940025
1.93633 0.933932
1.95378 0.927555
1.97122 0.920895
1.98867 0.913955
2.00611 0.906737
2.02356 0.899244
2.041 0.891476
2.05844 0.883437
2.07589 0.87513
2.09333 0.866556
2.11078 0.857718
2.12822 0.84862
2.14567 0.839263
2.16311 0.829651
2.18056 0.819786
2.198 0.809672
2.21544 0.799311
2.23289 0.788708
2.25033 0.777864
2.26778 0.766783
2.28522 0.75547
2.30267 0.743926
2.32011 0.732156
2.33756 0.720163
2.355 0.707951
2.37244 0.695523
2.38989 0.682884
2.40733 0.670038
2.42478 0.656987
2.44222 0.643736
2.45967 0.630289
2.47711 0.616651
2.49456 0.602825
2.512 0.588816
2.52944 0.574627
2.54689 0.560263
2.56433 0.545729
2.58178 0.531029
2.59922 0.516168
2.61667 0.501149
2.63411 0.485978
2.65156 0.470659
2.669 0.455196
2.68644 0.439595
2.70389 0.423861
2.72133 0.407997
2.73878 0.392009
2.75622 0.375902
2.77367 0.359681
2.79111 0.34335
2.80856 0.326915
2.826 0.31038
2.84344 0.293751
2.86089 0.277032
2.87833 0.260229
2.89578 0.243347
2.91322 0.226391
2.93067 0.209365
2.94811 0.192277
2.96556 0.175129
2.983 0.157929
3.00044 0.14068
3.01789 0.123389
3.03533 0.106059
3.05278 0.0886982
3.07022 0.0713099
3.08767 0.0538999
3.10511 0.0364735
3.12256 0.0190359
3.14 0.00159265
3.15744 -0.0158511
3.17489 -0.0332901
3.19233 -0.0507189
3.20978 -0.0681323
3.22722 -0.085525
3.24467 -0.102892
3.26211 -0.120227
3.27956 -0.137526
3.297 -0.154783
3.31444 -0.171992
3.33189 -0.18915
3.34933 -0.20625
3.36678 -0.223287
3.38422 -0.240256
3.40167 -0.257152
3.41911 -0.27397
3.43656 -0.290704
3.454 -0.30735
3.47144 -0.323903
3.48889 -0.340357
3.50633 -0.356707
3.52378 -0.372949
3.54122 -0.389077
3.55867 -0.405087
3.57611 -0.420974
3.59356 -0.436732
3.611 -0.452358
3.62844 -0.467846
3.64589 -0.483191
3.66333 -0.49839
3.68078 -0.513437
3.69822 -0.528328
3.71567 -0.543057
3.73311 -0.557622
3.75056 -0.572017
3.768 -0.586238
3.78544 -0.600281
3.80289 -0.61414
3.82033 -0.627813
3.83778 -0.641295
3.85522 -0.654582
3.87267 -0.66767
3.89011 -0.680554
3.90756 -0.693231
3.925 -0.705698
3.94244 -0.717949
3.95989 -0.729982
3.97733 -0.741793
3.99478 -0.753379
4.01222 -0.764735
4.02967 -0.775858
4.04711 -0.786745
4.06456 -0.797393
4.082 -0.807798
4.09944 -0.817958
4.11689 -0.827868
4.13433 -0.837527
4.15178 -0.84693
4.16922 -0.856076
4.18667 -0.864962
4.20411 -0.873584
4.22156 -0.88194
4.239 -0.890028
4.25644 -0.897846
4.27389 -0.90539
4.29133 -0.912658
4.30878 -0.919649
4.32622 -0.92636
4.34367 -0.932789
4.36111 -0.938934
4.37856 -0.944793
4.396 -0.950365
4.41344 -0.955648
4.43089 -0.96064
4.44833 -0.965339
4.46578 -0.969745
4.48322 -0.973856
4.50067 -0.97767
4.51811 -0.981187
4.53556 -0.984406
4.553 -0.987324
4.57044 -0.989943
4.58789 -0.99226
4.60533 -0.994275
4.62278 -0.995988
4.64022 -0.997397
4.65767 -0.998503
4.67511 -0.999305
4.69256 -0.999803
4.71 -0.999997
4.72744 -0.999887
4.74489 -0.999472
4.76233 -0.998753
4.77978 -0.99773
4.79722 -0.996404
4.81467 -0.994774
4.83211 -0.992842
4.84956 -0.990607
4.867 -0.988072
4.88444 -0.985235
4.90189 -0.982099
4.91933 -0.978663
4.93678 -0.97493
4.95422 -0.970901
4.97167 -0.966575
4.98911 -0.961956
5.00656 -0.957044
5.024 -0.951841
5.04144 -0.946348
5.05889 -0.940567
5.07633 -0.9345
5.09378 -0.928149
5.11122 -0.921515
5.12867 -0.9146
5.14611 -0.907408
5.16356 -0.899939
5.181 -0.892196
5.19844 -0.884182
5.21589 -0.875899
5.23333 -0.86735
5.25078 -0.858536
5.26822 -0.849461
